,en,ru
769,"Now, if this system of beautification, sanitation, protection doesn't appeal to you, you are not alone.","Если эта схема облагораживания, санитарии и защиты не вдохновляет вас, не волнуйтесь, вы не одиноки."
770,"Medullary tissue is the calcium build-up, the calcium storage basically, when an animal is pregnant, when a bird is pregnant.","Мозговое вещество состоит из кальция, точнее это место, где кальций хранится во время беременности животного или птицы."
771,"We will soon be using grid computing to do pretty much everything, like adjust the data and everything that goes with the data.","Мы будем использовать грид-системы практически для всего, что включает в себя информацию или с ней связано."
772,"So with my friend Marco, we decided to go there and see who are the real Palestinians and who are the real Israelis.","Мы с моим другом Марко решили поехать туда, чтобы увидеть, кто же на самом деле эти палестинцы и израильтяне."
773,"But everyone that I knew had an interest in the primacy of the written word in terms of nurturing a democracy, nurturing an enlightened life.","Все, кого я знал, профессионально занимались, прежде всего, грамотной письменной речью, в плане привития демократии, привития тяги к просвещенной жизни."
774,"They also provide a significant level of medical care, because they often know a lot about their loved one's condition and needs, sometimes better than the patients themselves, who may be paralyzed or confused by their diagnosis.","Они также в значительной степени оказывают медицинскую помощь, потому что чаще всего они много знают о заболеваниях и потребностях своих близких, иногда лучше, чем сами пациенты, которые могут быть парализованы или не осознавать своего состояния."
775,"I was impressed by, obviously, space and everything about it, but I was most impressed by the engineering that went into it.","Я был увлечён, очевидно, космосом и всем, что с ним связано, но больше всего я был поражён инженерией, которая за всем этим стоит."
776,"And typically when I arrive in a city to do a plan, a plan like this already awaits me on the property that I'm looking at.","Обычно, когда я приезжаю в город, чтобы сделать план, подобный план уже ждёт меня там, где я буду работать."
777,I think this aspect of training in cardiology that the Heart Institute of the Caribbean has introduced in Jamaica is very important in terms of diagnosing cardiac diseases.,"Думаю, что этот аспект обучения в кардиологии, который предоставляет на Ямайке Институт Сердца Карибских островов, очень важен для диагностики сердечно-сосудистых заболеваний »."
778,We believe that this could be the time when the world finally decides that the wanton loss of life in Africa is just no longer acceptable.,"Мы верим, что именно сейчас может стать тем моментом, когда мир наконец-то решит, что бессмысленные людские потери в Африке больше не допустимы."
779,"It matters that women run, and it's time for women to run for office, be it the office of the CEO or the office of the president.","Важно, чтобы женщины баллотировались, пришло время женщинам становиться во главе будь то организации или страны."
780,"While in the third one, in the calling, very much likely I would do it also if I wouldn't be financially compensated for it.","А на третьем уровне, на уровне призвания, я, скорее всего, всё равно занимался бы этой работой, даже если бы мне за неё не платили."
781,"And social business needs markets, and there are some issues for which you just can't develop the kind of money measures that you need for a market.","Социальному бизнесу нужны рынки, но существуют продукты, которым нельзя дать денежную оценку, а именно эта оценка и нужна для функционирования рынка."
782,"So let's say for instance that you're on your way to your best friend's wedding and you're trying to get to the airport and you're stuck in terrible traffic, and you finally arrive at your gate and you've missed your flight.","К примеру, представим, что вы направляетесь на свадьбу лучшей подруги или друга, по дороге в аэропорт застреваете в жуткой пробке, когда наконец-то, вы добегаете до выхода к самолету, оказывается что уже опоздали на свой рейс."
783,"After decades of research and billions of dollars spent in clinical trials, we still have a problem with cancer drug delivery.","После десятилетий исследований и миллиардов долларов, потраченных на клинические испытания, доставки лекарств от рака к клеткам всё ещё остаётся проблемой."
784,"Since the first Web browser was also developed in Urbana, it appears that my hometown in downstate Illinois was the birthplace of much of the virtual, online universe we occupy today.","Так как первый веб-браузер был также разработан в Урбане, похоже, что мой родной город в штате Иллинойс стал местом рождения большей части виртуальной онлайн-вселенной, которую мы знаем сегодня."
785,"Now I put those names in there just for the bacteria buffs, but the main point here is that — there's a lot of them here, I can tell — the main point here is that those data points all show a very strong, positive association between the degree to which a disease organism is transmitted by water, and how harmful they are, how much death they cause per untreated infection.","И я указал эти названия там просто ради тщеславия бактерий, но главным здесь является что их так много, я могу сказать главным является то, что эти точки на графике все указывают на очень сильную, положительную связь между степенью количества переноса организмов по воде и степенью вредоносности этих организмов, какое количество смертей они вызывают на каждую невылеченную инфекцию."
786,"All vertebrates do, and each time a fish species starts to adapt to this dark, cold, cave environment, over many, many generations, they lose their eyes and their eyesight until the end up like an eyeless cavefish like this one here.","У всех позвоночных они есть, но когда рыбы начинают адаптироваться к этой тёмной холодной пещерной среде, поколение за поколением они теряют зрение и глаза, пока в итоге не становятся безглазыми, как вот эта."
787,"Well, there was a girl in the town, and she didn't think they should be in the secret filing cabinets, or if they were, there ought to be a law to allow the children access.","И ещё была одна девочка, которая считала, что им не место в тайных картотеках, а если они и там, должен быть закон, дающий детям право доступа."
788,"And on the flip side, the people who race in are in such a frenzy of anxiety that they don't have original thoughts either.","С другой стороны, те, кто сразу берётся за дело, так неистово нервничают, что у них тоже нет свежих идей."
789,"And yet, despite everything going really well for John, he was struggling, fighting addiction and a gripping depression.","И, несмотря на своё кажущееся везение, Джон не был счастлив он боролся с зависимостью и парализующей депрессией."
790,"So though we may not be skilled at drawing, the point is that we intuitively know how to break down complex things into simple things and then bring them back together again.","Хотя мы можем и не иметь навыков рисования, смысл в том, что мы интуитивно знаем, как разбить сложное на простые элементы, а затем снова собрать их воедино."
791,"Montanans have long-held values, which today seem to be getting in the way of their solving their own problems.","У жителей Монтаны есть давние ценности, которые сегодня, похоже, мешают им решить свои собственные проблемы."
792,"Well, the last product from the book that I'm showing you is renewable energy — actually, to show that my first question, if pigs are still used up until the last bit, was still true.","Итак, последний продукт в книге, который я вам показываю - это возобновляемая энергия — фактически для того, чтобы показать, что мой первый вопрос - до сих пор ли свиньи используются до конца - все еще правда."
793,We showed in a study a few years ago that you can actually match the palm of someone's hand up to the computer mouse that they use routinely with up to 95 percent accuracy.,"Недавно мы описали в исследовании, что по микробиологическому составу ладони можно обнаружить, какой мышкой обычно пользуется человек, с вероятностью до 95%."
794,"And controversial though it was, and even controversial though it remains, Cage's point is that there is no such thing as true silence.","И хотя его творчество было и остаётся очень противоречивым, Кейдж смог убедительно показать, что абсолютной тишины не бывает."
795,"Because when you think of how much data's coming into our brains, we're trying to take in as much data in a day as people used to take in in a lifetime.","Если подумать, сколько информации поступает в наш мозг, то мы пытаемся принять за день столько же, сколько раньше — за всю жизнь."
796,"If all digital data in the world were stored on punch cards, how big would Google's data warehouse be?","Если бы все цифровые данные в мире хранились на перфокартах, какого размера было бы информационное хранилище Google?"
797,You must have near-continuous communication with high-performance computing networks and with others nearby to understand their intent.,"Вы должны иметь непрерывную связь с высокопроизводительными вычислительными сетями и с соседями, чтобы понимать их намерения."
798,"You can't fix that problem without addressing shame, because when they teach those folks how to suture, they also teach them how to stitch their self-worth to being all-powerful.","Эту проблему не решить, не упоминая стыд, потому что когда врачей обучают накладывать швы, их также приучают к мысли о том, что они всемогущи."
799,"Now, why would I suggest that producing drought-tolerant crops will go towards providing food security?","Почему я предполагаю, что производство засухоустойчивых культур укрепит продовольственную безопасность?"
800,"Thousands of years of human evolution has not only given us humans like Tibetans, who can thrive in low-oxygen conditions, but also Argentinians, who can ingest and metabolize arsenic, the chemical element that can kill the average human being.","Тысячелетия эволюции людей дали не только таких людей, как тибетцы, процветающих в условиях пониженной концентрации кислорода, но и аргентинцев, которые могут переваривать и усваивать мышьяк — химический элемент, способный убить среднестатистического человека."
801,"So it immediately cools, and it can no longer hold in suspension all of the material that it's dissolved, and it precipitates out, forming black smoke.","Там она нагревается до огромной температуры, перенасыщается минералами, меняет направление потока и взлетает вверх, извергаясь на поверхность земли, как гейзер в Йеллоустоне."
802,"So, why does good sex so often fade, even for couples who continue to love each other as much as ever?","Итак, почему хороший секс так часто исчезает, даже у тех пар, которые продолжают любить друг друга на протяжении многих лет?"
803,"A 16-year-old girl, a high school student from New York, Anna-Sophia Boguraev, wondered whether changes to the DNA of astronauts could be related to this immune suppression, and through a science competition called ""Genes In Space,"" Anna-Sophia designed an experiment to test this hypothesis using a personal DNA machine aboard the International Space Station.","Шестнадцатилетняя девочка, студентка одной из школ Нью-Йорка Анна-София Богураев задумалась, могут ли изменения в структуре ДНК космонавтов быть связаны со снижением иммунитета, и в рамках научного конкурса « Genes In Space » Анна-София разработала эксперимент для подтверждения этой гипотезы с использованием персональной ДНК-машины на борту МКС."
804,Don't try to channel your sister-in-law just because she's a great salesperson or your neighbor who tells a great joke if that's not who you are.,"Не нужно ориентироваться на свою невестку только потому, что она искусный продавец, или на соседа — великолепного комика, если это не ваше."
805,"Given hundreds of years and many species, what you get is a massive limestone structure that can be seen from space in many cases, covered by a thin skin of these hardworking animals.","Благодаря столетиям и множеству видов образуется массивная конструкция из известняка, которая часто видна даже из космоса, покрытая тонким слоем усердно работающих животных."
806,What you are seeing are the actual chemical changes to the landscape caused by the building materials and activities of the ancient Egyptians.,"То, что вы сейчас видите — реальные химические изменения почвы, вызванные постройками и деятельностью древних египтян."
807,"So by trying to preserve our dead bodies, we deny death, poison the living and further harm the environment.","Таким образом, пытаясь сохранить наши мертвые тела, мы отрицаем смерть, отравляем жизнь и усугубляем вред наносимый окружающей среде."
808,"However, there is a medicine that was developed at the Burroughs Wellcome Company that could halt the progression of the disease, but Burroughs Wellcome has just been acquired by Glaxo Wellcome.","Тем не менее есть препарат, разработанный в компании Burroughs Wellcome, который мог бы приостановить развитие болезни, но Burroughs Wellcome только что были выкуплена Glaxo Wellcome."
809,"In the last two years, the city has released 1,000 datasets on our open data portal, and it's pretty awesome.","За последние два года город разместил 1 000 массивов данных на портале открытых данных, и это очень круто."
810,"From there with all the skills and knowledge from paragliding and all the different disciplines in skydiving, I went on to BASE jumping.","Затем, используя все знания и навыки из парапланеризма и различных дисциплин в парашютном спорте, я перешел к бэйс-джапингу."
811,"So whenever a memory is being formed, any active cell for that particular memory will also have this light-sensitive switch installed in it so that we can control these cells by the flipping of a laser just like this one you see.","Теперь когда бы ни создавалось воспоминание, в любой активной клетке отвечающей за это воспоминание, будет находиться светочувствительный переключатель, и мы сможем управлять этими клетками, щёлкая лазером так же, как сейчас."
812,"And along came the Internet and it swept them out of the way, and it allowed all of us to connect together, and it was awesome.","Но тут пришёл Интернет и убрал их со своего пути, что позволило нам всем соединиться, и все было потрясающе."
813,"In Boulder, Colorado, voters not too long ago approved a process to replace the private power company, literally the power company, the electric company Xcel, with a publicly owned utility that would forego profits and attend far more to climate change.","В Боулдере, штат Колорадо, избиратели не так давно одобрили процесс по замещению частной энергетической компании, Xcel, занимающейся электроснабжением, публичным предприятием, которое бы отказалось от прибылей, и которое уделяло бы больше внимания изменению климата."
814,"I was called an idiot, a traitor, a scourge, a cunt and an ugly man, and that was just in one email. ","Меня называли идиоткой, предательницей, бичом общества, дрянью и уродцем, — и это только в одном электронном письме. "
815,"But the key thing is to figure out how to lower it, because if we lower it, we'll get an evolutionary change in the virus.","Но главное — разобраться, как снизить уровень, потому что, если мы его снизим, то мы получим эволюционное изменение в самом вирусе."
816,"And so when I heard that eye specialist tell me all the things, a big fat ""no,"" everybody imagines I was devastated.","И поэтому когда я услышала этого глазного врача, как он говорил мне это жирное ""нет, не можешь"", вы представляете, какое опустошение я испытала."
817,"She imagined her father killing her on one hand, and Mama Agnes greeting her, with the hope that she would greet her when she got to the house.","С одной стороны она представляла себе, как отец убивает, с другой - как мама Агнес приветствует Жаклин, в надежде, что Агнес ее встретит, когда Жаклин доберется до дома помощи."
818,"And it's my hope that some of these ""hope spots"" can be in the deep ocean, an area that has historically been seriously neglected, if not abused.","Я тоже надеюсь, что некоторые из этих « мест надежды » будут в глубине океана — том пространстве, которым мы всегда пренебрегали, а иногда и обращались с ним крайне жестоко."
819,"And that packet of photons, that bullet, will travel at the speed of light, and again, a million times faster than an ordinary bullet.","Эти фотоны, эта « пуля » будет двигаться со скоростью света, то есть в миллион раз быстрее, чем обычная пуля."
820,"Many of you have probably heard about CRISPR, so I'll just say briefly that CRISPR is a tool that allows researchers to edit genes very precisely, easily and quickly.","Многие из вас, вероятно, слышали о CRISPR, поэтому скажу вкратце, что CRISPR — инструмент, позволяющий учёным редактировать гены очень точно, легко и быстро."
821,"And I still kept — so, in the last year I've been spending time with heads of state and generals and tribal chiefs who all want this, and I keep saying, but this isn't the real thing.","В прошлом году я встречался с главами государств и генералами и вождями племён, которые хотят этого, и я продолжаю говорить, но это ещё не всё."
822,"And what happened was, because they could afford it sometimes, sometimes not, I got kicked out pretty much every term.","Так сложилось, что, поскольку иногда они могли платить, а иногда - нет, меня выгоняли из школы почти каждый семестр."
823,"And the opportunity to make a whirlwind tour of the world like that is utterly amazing, for lots of reasons.","Я считаю, что совершить такой тур вокруг света, на самом деле, - потрясающая возможность по многим причинам."
824,"And after begging and pleading for Christmas, I got a second-hand video camera, and I instantly started making my own animations on my own, and all throughout high school I made my own animations.",После просьб и уговоров я получил на Рождество подержанную видеокамеру и сразу же стал снимать мультфильмы самостоятельно — в старших классах я снимал собственные мультфильмы.
825,"When you think of a cave, most of you think of a tunnel going through solid rock, and in fact, that's how most caves are.","Когда вы думаете о пещере, большинство представляет тоннель, проходящий через цельную каменную скалу, и на самом деле, большинство пещер именно такие."
826,And then she'll call out a math problem — so let's say four times four — and then one student from each team has to compete to figure out that four times four is 16 and find the tire with the 16 on it and sit on it.,"Затем учитель задает математическую задачу — к примеру, сколько будет 4 умножить на 4 и ученики из каждой команды должны посчитать и выяснить что 4 на 4 будет 16, найти шину с номером 16 и сесть на нее."
827,Mind reading is the ability to know that different people have different knowledge about the situation and the ability to differentiate between what I know and what you know.,"Умение читать мысли — это знание о том, что разные люди по-разному информированы о ситуации, и способность делать различия между тем, что знаю я и что знаете вы."
828,"The atmospheric circulation, that large-scale motion of air and water in the atmosphere, is changing, and clouds are going with it.","Циркуляция в атмосфере, крупномасштабное движение воздуха и воды в атмосфере, изменяется, и вместе с ней изменяются облака."
829,"And you can see from the arrow here indicating ""you are here,"" I'm trying to sort of blend and meld these two very divergent fields of urbanism and ecology, and sort of bring them together in an exciting new way.","И вы видите по этой стрелке, указывающей, что вы находитесь здесь, что я пытаюсь смешатъ и объединить эти два противоположных по смыслу понятия - урбанизацию и экологию, и сделать это интересно и по-новому."
830,"We may not be able to solve the bigotry and the racism of this world today, but certainly we can raise children to create a positive, inclusive, connected world full of empathy, love and compassion.","Возможно, сегодня мы и не сможем избавить мир от фанатизма и расизма, но мы точно можем воспитать детей, которые создадут позитивный, доброжелательный, сплочённый мир, полный сопереживания, любви и сострадания."
831,"We should start making our own connections, fighting for this idea of an equal and globally interconnected world.","Нам следует самим начать подключаться, бороться за идею равноправно и глобально взаимосвязанного мира."
832,"And they're scaling what's essentially becoming a media company, financing the whole thing through membership.","Они на пути к созданию полномасштабной медиакомпании, а финансируют свой проект за счёт членских взносов."
833,"But this gives control to the provider, whether there's power or not, because they can adjust the flows based on the percentage of oxygen they see that they're giving the patient.","Это даёт врачам возможность контроля, вне зависимости от наличия электроэнергии, так как они могут регулировать и подавать определённый процент кислорода."
834,"There, we uncovered a microorganism that could make novel antibiotics, antibiotics that can kill the world's worst superbugs.","Там мы обнаружили микроорганизм, способный вырабатывать новый антибиотик, убивающий самые опасные супербактерии."
835,"There are people in the States right now tying themselves into knots, trying to figure out whether or not bloggers are journalists.","В США сейчас есть люди, готовые завязаться в узел, чтобы определить, являются ли блоггеры журналистами или нет."
836,"Well, studies show that even when we're really trying to pay attention to something — like maybe this talk — at some point, about half of us will drift off into a daydream, or have this urge to check our Twitter feed.","Исследования показывают, что, даже когда мы очень стараемся сосредоточиться на чем-либо, например, на этом выступлении, в какой-то момент примерно половина из нас погрузится в свои мечты или захочет проверить ленту Твиттера."
837,"After all, if it is being done somewhere by someone, and we can participate virtually, then why bother leaving the house? ""","В конце концов, раз кто-то где-то один раз это проделал, a мы можем принять виртуальное участие, то стоит ли вообще выходить из дома? »"
838,"What about us? With our 86 billion neurons and 60 to 70 kilos of body mass, we should have to spend over nine hours per day every single day feeding, which is just not feasible.","Что же насчёт нас? Имея 86 млрд нейронов и массу тела 60-70 кг, нам бы пришло питаться больше, чем 9 часов в день, что просто неосуществимо."
839,"I had to teach myself everything from sales, marketing, strategy, even a little programming, on my own.","Мне пришлось самостоятельно изучать искусство продаж, маркетинг, стратегию и даже основы программирования."
840,"Without neutral observers or media to counter this absurd narrative, it became the single narrative in these camps.","Без нейтрального освещения событий со стороны медиа или очевидцев, которые могли бы противостоять столь абсурдному изложению событий, оно стало единственно правильным в этих лагерях."
841,And what he actually did was he de-vascularized it from my calf and re-vascularized it in my thigh and then connected it to the good parts of my knee and my hip.,"Он фактически отсоединил сосуд из моей голени, вшил его в бедро и подсоединил его к здоровым частям колена и бедра."
842,"Now, couples that were very low-risk scored a lot more positive points on Gottman's scale than negative.","Пары с низким риском развода набрали намного больше положительного, чем отрицательного по шкале Готтмана."
843,"They're no longer people, just pure lines, and I'm going to work with them almost as objects to think with, yeah?","Они больше не люди, просто чистые линии, и я собираюсь поработать с ними почти как с объектами воображения, да?"
844,"As I thought about the air pollution problem, it became clear that we needed to find a way to make better decisions about how we manage air pollution, and given the scale of the problem, it was necessary to do it in a collaborative way.","В процессе изучения проблемы загрязнения воздуха стало понятно, что нам необходимо найти способ принятия более верных решений для осуществления контроля за загрязнением воздуха, а учитывая масштабы этой проблемы, необходимо сделать это совместными усилиями."
845,"They decided that wasn't good enough, so they went to India and studied the Indian state of Kerala that also had a system like this, and they adapted it for Ethiopia.","Они решили, что это не очень хорошо, и отправились в Индию и изучили опыт индийского штата Керала, где была похожая система, и адаптировали ее для Эфиопии."
846,"And as a sister and later, as a scientist, I wanted to understand, why is it that I can take my dreams, I can connect them to my reality, and I can make my dreams come true?","Как сестра, а впоследствии как учёный, я хотела понять, почему я могу осознавать свои фантазии, могу связывать их с реальностью, в которой живу, могу воплощать их в жизнь."
847,"The weather modification subject was getting started, and as a graduate student, I could go around to the various talks that were being given, on a hitchhiker ride to the East Coast, and so on.","Активное воздействие на погоду тогда ещё только начали изучать, и я, как аспирант, мог участвовать во всех дискуссиях и беседах, в том числе по пути автостопом к Восточному Побережью."
848,"And I went as the first Irish president to the United Kingdom and met with Queen Elizabeth II, and also welcomed to my official residence — which we call ""Áras an Uachtaráin,"" the house of the president — members of the royal family, including, notably, the Prince of Wales.","Как президент Ирландии, я ездила первой в Соединённое Королевство и встречалась с королевой Елизаветой II, и конечно, я пригласила в свою резиденцию, которую мы называем « Áras an Uachtaráin » — президентский дом, — и членов королевской семьи, включая, в частности, принца Уэльского."
849,"It's very powerful for, I think, changing our relationship to the natural world and to the other species on whom we depend.","Он очень силён, я думаю, для изменения нашего отношения к естественному миру и к другим видам, от которых мы зависим."
850,"But getting the private sector to expand is also difficult, because any activity which is open to international trade is basically going to be uncompetitive in a post-conflict situation.",Потому что любая деятельность с выходом на международный рынок всегда будет в корне неконкурентоспособна в постконфликтных условиях.
851,"So you could call it a kind of double life, both knowing and not knowing, and often this is reinforced by others, my family or community, agreeing not to raise this tricky topic.","Вы можете назвать это двойной жизнью, зная и не зная одновременно, и часто это подкрепляется другими, семьёй или сообществом, согласившимися не поднимать эту коварную тему."
852,And we have arrived at the conclusion that these jets may be erupting from pockets of liquid water under the surface of Enceladus.,"И пришли к заключению что эти струи, возможно, вырываются из карманов жидкой воды под поверхностью Энцелада."
853,"Well, George Church, in his book, ""Regenesis,"" has mentioned many of the techniques that are rapidly advancing to work with fragmented DNA.",Джордж Чарч в своей книге Регенезис упомянул много усовершенствованных техник для работы с фрагментированной ДНК.
854,"So medical providers, such as the American College of Obstetricians and Gynecologists have the opportunity to educate about the safety of sex during pregnancy.","Медицинские учреждения, такие как Американский колледж акушерства и гинекологии, имеют возможность рассказать о безопасности секса при беременности."
855,"And the reason is, in the stationary power plant, you can afford to have something that weighs a lot more, is voluminous, and you can take the waste heat and run a steam turbine and generate a secondary power source.","Дело в том, что на стационарной электростанции можно разместить громоздкое оборудование, а избыток тепла направить на паровой двигатель как на второстепенный источник питания."
856,"Scientists around the world were intrigued by this cancer, this infectious cancer, that was spreading through the Tasmanian devil population.","Ученые по всему миру были заинтригованы этим типом рака - его инфекционной формой, которая распространяется среди популяции тасманских дьяволов."
857,We've been stuck in an endless debate between creating a car-centric society or extensive mass-transit systems.,Мы застряли в бесконечных спорах о создании общества вокруг автомобилей или массовых транспортных систем.
858,"That morning that I was sitting with Katya and Lincoln, I looked at my son, and I realized that when my client, Will, was his age, he'd been living by himself for two years.","В то утро, сидя с Катей и Линкольном, я взглянул на своего сына и понял, что когда Билл, мой клиент, был в его возрасте, он уже два года как жил сам по себе."
859,"Unlike stars, which are hot and glow invisible light so we can see them, our planet is, astronomically speaking, pretty cold.","В отличие от горячих звёзд, светящихся невидимым светом, делающим их видимыми, наша планета, говоря астрономическим языком, довольно-таки холодная."
860,"They also were able to install malware that wouldn't kick in and wouldn't trigger until the car was doing something like going over 20 miles an hour, or something like that.","Они также смогли установить вредоносные программы, которые не срабатывали, пока машина не набирала скорость 32 км в час, или вроде того."
861,"And my mother, who taught me in fourth grade in segregated schools in Virginia, who was my inspiration.","И моя мать, которая учила меня в четвёртом классе в раздельных школах Вирджинии, и которая вдохновляла меня."
862,"But let's face it, when you've watched it once maybe, or twice, you don't really want to watch it again, because you know how Jack Bauer is going to defeat the terrorists.","Но будем правдивы, когда вы посмотрели его один, ну, может быть два раза, вам не захочется смотреть его снова, потому что вы уже знаете каким образом Джек Бауэр собирается победить террористов."
863,"And especially for me, as I sat in my office with my Excel spreadsheet open, waiting for Sudhir to come and deliver to me the latest load of data that he would get from the gang.","И особенно для меня, сидевшего в своем офисе с открытой таблицей Еxcel, и ждавшего, пока Судир не придет и не принесет мне последние данные — данные, которые он получал от банды."
864,"And it turns out that the time, the duration of when they were outlawed and prohibited, is decreasing over time.","И оказывается, что время, продолжительность периодов, когда они были незаконны и запрещались, со временем сокращается."
865,"What if I'd not shown some concern for the state of the environment and just hoped that someone, somewhere, was taking care of the matter?","Что, если бы я не выразил обеспокоенность состоянием окружающей среды и просто понадеялся, что кто-то где-то уже занимается этой проблемой?"
866,"This is a photograph by the artist Michael Najjar, and it's real, in the sense that he went there to Argentina to take the photo.","Это — фотография Майкла Найджара, и она настоящая, в том смысле, что он поехал в Аргентину, чтобы сделать фотографию."
867,"We have estimated that by 2050, we have to build 700,000,000 more housing units, more than 300,000 schools and nearly 100,000 health centers.","Мы оценили, что к 2050 году нам необходимо построить ещё 700 000 000 жилых единиц, ещё более 300 000 школ и примерно 100 000 медицинских центров."
868,"And as they wrote and debated, rather than seeing the films as artifacts, they began to see themselves.","И, когда они стали писать и обсуждать фильмы, а не смотреть их просто как артефакты, они начали понимать себя."
869,"So when this is fully developed and for human use, persons like myself will not only have synthetic limbs that move like flesh and bone, but actually feel like flesh and bone.","Когда разработка будет полностью завершена и будет готова для использования, у людей, подобных мне, будут искусственные ноги, которые не только двигаются как настоящие, но и ощущаются живыми."
870,"In Sri Lanka, a decades-long civil war between the Tamil minority and the Sinhala majority led to a bloody climax in 2009, after perhaps as many as 100,000 people had been killed since 1983.",В Шри-Ланке растянувшаяся на десятилетия гражданская война между тамильским меньшинством и сингальским большинством достигла кровавой кульминации в 2009 году после того как тысяч сто человек было убито начиная с 1983 года.
